Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
prokinetics-ou-b6-artic-joelho-tr-anel-autom-grande-a6-ou-medio-b6-aco-hastes-alum,"Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum","<p>ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum 1.354,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 2009-A6</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,2009-A6,shopify,0,deny,manual,,,TRUE,TRUE,,"Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum",draft
prokinetics-5-estribo-unilateral-p-artic-2825-w2825-63-mm-aco-un,"5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un)","<p>,5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un) 257,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 2810-A2</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,2810-A2,shopify,0,deny,manual,,,TRUE,TRUE,,"5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un)",draft
prokinetics-25-estribo-unilateral-p-artic-slo2825-56-mm-aco-un,"25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un)","<p>,25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un) 257,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SL2810-A2</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SL2810-A2,shopify,0,deny,manual,,,TRUE,TRUE,,"25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un)",draft
prokinetics-joelheira-de-vedacao-4w80-supreme,Joelheira de Vedação 4W80 - Supreme,"<p>Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un) 760,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 2825-A38</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,2825-A38,shopify,0,deny,manual,850.00,,TRUE,TRUE,https://images.tcdn.com.br/img/img_prod/1416110/joelheira_de_vedacao_4w80_supreme_457_1_38407dd5154209e92f322bd8056a16ef.jpg,Joelheira de Vedação 4W80 - Supreme,active
prokinetics-joelheira-de-vedacao-4w80-supreme,Joelheira de Vedação 4W80 - Supreme,"<p>Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un) 443,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SLO-2825-A</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SLO-2825-A,shopify,0,deny,manual,850.00,,TRUE,TRUE,https://images.tcdn.com.br/img/img_prod/1416110/joelheira_de_vedacao_4w80_supreme_457_1_38407dd5154209e92f322bd8056a16ef.jpg,Joelheira de Vedação 4W80 - Supreme,active
prokinetics-estribo-bilateral-p-artic-w2825-228-mm-aco-un,"Estribo bilateral p/artic. W2825, 228 mm, aço (un)","<p>Estribo bilateral p/artic. W2825, 228 mm, aço (un) 235,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 2900-A9</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,2900-A9,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. W2825, 228 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-w2825-254-mm-aco-un,"Estribo bilateral p/artic. W2825, 254 mm, aço (un)","<p>Estribo bilateral p/artic. W2825, 254 mm, aço (un) 235,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 2900-A10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,2900-A10,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. W2825, 254 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-slo2825-228-mm-aco-un,"Estribo bilateral p/artic. SLO2825, 228 mm, aço (un)","<p>Estribo bilateral p/artic. SLO2825, 228 mm, aço (un) 235,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SL2900-A9</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SL2900-A9,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. SLO2825, 228 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-slo2825-254-mm-aco-un,"Estribo bilateral p/artic. SLO2825, 254 mm, aço (un)","<p>Estribo bilateral p/artic. SLO2825, 254 mm, aço (un) 235,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SL2900-A10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SL2900-A10,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. SLO2825, 254 mm, aço (un)",draft
prokinetics-5-estribo-bilateral-p-artic-3025-216-mm-aco-un,"5 Estribo bilateral p/artic. 3025, 216 mm, aço (un)","<p>,5 Estribo bilateral p/artic. 3025, 216 mm, aço (un) 190,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3000-A8</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3000-A8,shopify,0,deny,manual,,,TRUE,TRUE,,"5 Estribo bilateral p/artic. 3025, 216 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-3025-228-mm-aco-un,"Estribo bilateral p/artic. 3025, 228 mm, aço (un)","<p>Estribo bilateral p/artic. 3025, 228 mm, aço (un) 190,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3000-A9</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3000-A9,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. 3025, 228 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-3025-254-mm-aco-un,"Estribo bilateral p/artic. 3025, 254 mm, aço (un)","<p>Estribo bilateral p/artic. 3025, 254 mm, aço (un) 190,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3000-A10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3000-A10,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. 3025, 254 mm, aço (un)",draft
prokinetics-25-estribo-unilateral-p-artic-3025-56mm-aco-un,"25 Estribo unilateral p/artic. 3025, 56mm, aço (un)","<p>,25 Estribo unilateral p/artic. 3025, 56mm, aço (un) 235,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3010-A2</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3010-A2,shopify,0,deny,manual,,,TRUE,TRUE,,"25 Estribo unilateral p/artic. 3025, 56mm, aço (un)",draft
prokinetics-joelheira-de-vedacao-4w80-supreme,Joelheira de Vedação 4W80 - Supreme,"<p>Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un) 346,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3025-AW</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3025-AW,shopify,0,deny,manual,850.00,,TRUE,TRUE,https://images.tcdn.com.br/img/img_prod/1416110/joelheira_de_vedacao_4w80_supreme_457_1_38407dd5154209e92f322bd8056a16ef.jpg,Joelheira de Vedação 4W80 - Supreme,active
prokinetics-5-estribo-bilateral-p-artic-3225-a-216-mm-aco-un,"5 Estribo bilateral p/artic. 3225-A, 216 mm, aço (un)","<p>,5 Estribo bilateral p/artic. 3225-A, 216 mm, aço (un) 188,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3200-A8</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3200-A8,shopify,0,deny,manual,,,TRUE,TRUE,,"5 Estribo bilateral p/artic. 3225-A, 216 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-3225-a-228-mm-aco-un,"Estribo bilateral p/artic. 3225-A, 228 mm, aço (un)","<p>Estribo bilateral p/artic. 3225-A, 228 mm, aço (un) 188,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3200-A9</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3200-A9,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. 3225-A, 228 mm, aço (un)",draft
prokinetics-estribo-bilateral-p-artic-3225-a-254-mm-aco-un,"Estribo bilateral p/artic. 3225-A, 254 mm, aço (un)","<p>Estribo bilateral p/artic. 3225-A, 254 mm, aço (un) 188,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3200-A10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3200-A10,shopify,0,deny,manual,,,TRUE,TRUE,,"Estribo bilateral p/artic. 3225-A, 254 mm, aço (un)",draft
prokinetics-25-estribo-unilateral-p-artic-3225-56-mm-aco-un,"25 Estribo unilateral p/artic. 3225, 56 mm, aço (un)","<p>,25 Estribo unilateral p/artic. 3225, 56 mm, aço (un) 224,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3210-A2</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3210-A2,shopify,0,deny,manual,,,TRUE,TRUE,,"25 Estribo unilateral p/artic. 3225, 56 mm, aço (un)",draft
prokinetics-ou-ar-artic-tornoz-single-action-1-mola-tam-g-esq-ou-dir-aco-un,"Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un)","<p>ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un) 406,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3225-AL</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3225-AL,shopify,0,deny,manual,,,TRUE,TRUE,,"Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un)",draft
prokinetics-ou-br-artic-tornoz-single-action-1-mola-tam-m-esq-ou-dir-aco-un,"Ou BR Artic. tornoz. SINGLE ACTION, 1 mola, tam. M, ESQ. ou DIR., aço (un)","<p>ou BR Artic. tornoz. SINGLE ACTION, 1 mola, tam. M, ESQ. ou DIR., aço (un) 406,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 3225-BL</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,3225-BL,shopify,0,deny,manual,,,TRUE,TRUE,,"Ou BR Artic. tornoz. SINGLE ACTION, 1 mola, tam. M, ESQ. ou DIR., aço (un)",draft
prokinetics-l-r-artic-safety-stride-a6-lado-esq-ou-dir-kit,"L / R Artic. Safety Stride A6, lado ESQ. ou DIR (KIT)","<p>-L / R Artic. Safety Stride A6, lado ESQ. ou DIR (KIT) 10.589,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SCSY-9005-A6</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SCSY-9005-A6,shopify,0,deny,manual,,,TRUE,TRUE,,"L / R Artic. Safety Stride A6, lado ESQ. ou DIR (KIT)",draft
prokinetics-liner-gelactive-transtibial-4l9510-4l9010-prokinetics,Liner Gelactive Transtibial - 4L9510 / 4L9010 - Prokinetics,"<p>/ B6 Artic. Full Stride A6 (KIT) 6.543,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SCSY-9006-A6</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SCSY-9006-A6,shopify,0,deny,manual,1299.88,,TRUE,TRUE,https://cdn.awsli.com.br/800x800/1895/1895256/produto/378243256/gelactive-1-zqp8vgl9d9.png,Liner Gelactive Transtibial - 4L9510 / 4L9010 - Prokinetics,active
prokinetics-a6-artic-full-stride-pneum-gx-75-n-lado-esq-ou-dir-kit,"A6- Artic. Full Stride pneum. GX 75 N, lado ESQ. ou DIR. (KIT)","<p>-A6- Artic. Full Stride pneum. GX 75 N, lado ESQ. ou DIR. (KIT) 8.941,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: SCSY-9006-GX</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,SCSY-9006-GX,shopify,0,deny,manual,,,TRUE,TRUE,,"A6- Artic. Full Stride pneum. GX 75 N, lado ESQ. ou DIR. (KIT)",draft
prokinetics-reforco-de-carbono-compcore-r-15-mm-pequeno-par,"Reforço de carbono COMPCORE® 1,5 mm – pequeno (par)","<p>Reforço de carbono COMPCORE® 1,5 mm – pequeno (par) 113,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MCC-1000</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MCC-1000,shopify,0,deny,manual,,,TRUE,TRUE,,"Reforço de carbono COMPCORE® 1,5 mm – pequeno (par)",draft
prokinetics-reforco-de-carbono-compcore-r-15-mm-medio-par,"Reforço de carbono COMPCORE® 1,5 mm – médio (par)","<p>Reforço de carbono COMPCORE® 1,5 mm – médio (par) 116,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MCC-1010</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MCC-1010,shopify,0,deny,manual,,,TRUE,TRUE,,"Reforço de carbono COMPCORE® 1,5 mm – médio (par)",draft
prokinetics-reforco-de-carbono-compcore-r-15-mm-grande-par,"Reforço de carbono COMPCORE® 1,5 mm – grande (par)","<p>Reforço de carbono COMPCORE® 1,5 mm – grande (par) 125,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MCC-1020</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MCC-1020,shopify,0,deny,manual,,,TRUE,TRUE,,"Reforço de carbono COMPCORE® 1,5 mm – grande (par)",draft
prokinetics-reforco-de-carbono-compcore-r-15-mm-30x30-cm-un,"Reforço de carbono COMPCORE® 1,5 mm, 30x30 cm (un)","<p>Reforço de carbono COMPCORE® 1,5 mm, 30x30 cm (un) 475,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MCC-412</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MCC-412,shopify,0,deny,manual,,,TRUE,TRUE,,"Reforço de carbono COMPCORE® 1,5 mm, 30x30 cm (un)",draft
prokinetics-reforco-de-carbono-compcore-r-22-mm-30x30-cm-un,"Reforço de carbono COMPCORE® 2,2 mm, 30x30 cm (un)","<p>Reforço de carbono COMPCORE® 2,2 mm, 30x30 cm (un) 499,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MCC-415</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MCC-415,shopify,0,deny,manual,,,TRUE,TRUE,,"Reforço de carbono COMPCORE® 2,2 mm, 30x30 cm (un)",draft
prokinetics-l-ou-r-gatilho-lateral-cabo-para-1003-ou-1017-esq-ou-dir-kit,"/L ou R Gatilho lateral/cabo para 1003 ou 1017, ESQ. ou DIR. (kit)","<p>/L ou R Gatilho lateral/cabo para 1003 ou 1017, ESQ. ou DIR. (kit) 604,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: MX-003-HD</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,MX-003-HD,shopify,0,deny,manual,,,TRUE,TRUE,,"/L ou R Gatilho lateral/cabo para 1003 ou 1017, ESQ. ou DIR. (kit)",draft
prokinetics-joelheira-de-vedacao-4w80-supreme,Joelheira de Vedação 4W80 - Supreme,"<p>Folha de PVA (metro) 58,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F80-100</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F80-100,shopify,0,deny,manual,850.00,,TRUE,TRUE,https://images.tcdn.com.br/img/img_prod/1416110/joelheira_de_vedacao_4w80_supreme_457_1_38407dd5154209e92f322bd8056a16ef.jpg,Joelheira de Vedação 4W80 - Supreme,active
prokinetics-cone-de-pva-10-cm-2-un,Cone de PVA 10 cm (2 un),"<p>Cone de PVA 10 cm (2 un) 48,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-10,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 10 cm (2 un),draft
prokinetics-cone-de-pva-15-cm-2-un,Cone de PVA 15 cm (2 un),"<p>Cone de PVA 15 cm (2 un) 55,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-15</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-15,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 15 cm (2 un),draft
prokinetics-cone-de-pva-20-cm-2-un,Cone de PVA 20 cm (2 un),"<p>Cone de PVA 20 cm (2 un) 59,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-20</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-20,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 20 cm (2 un),draft
prokinetics-cone-de-pva-25-cm-2-un,Cone de PVA 25 cm (2 un),"<p>Cone de PVA 25 cm (2 un) 68,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-25</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-25,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 25 cm (2 un),draft
prokinetics-cone-de-pva-30-cm-2-un,Cone de PVA 30 cm (2 un),"<p>Cone de PVA 30 cm (2 un) 77,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-30</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-30,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 30 cm (2 un),draft
prokinetics-cone-de-pva-35-cm-2-un,Cone de PVA 35 cm (2 un),"<p>Cone de PVA 35 cm (2 un) 102,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9F81-35</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9F81-35,shopify,0,deny,manual,,,TRUE,TRUE,,Cone de PVA 35 cm (2 un),draft
prokinetics-malha-tubular-de-algodao-10-cm-cru-cor-bege-rolo,"Malha tubular de ALGODÃO 10 cm, cru, cor bege (rolo)","<p>Malha tubular de ALGODÃO 10 cm, cru, cor bege (rolo) 28,00</p><p class='meta'>Fornecedor: <strong>ProKinetics</strong> · Código original: 9M20-10</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,Pés protéticos,"ProKinetics, Pés protéticos",TRUE,Title,Default Title,9M20-10,shopify,0,deny,manual,,,TRUE,TRUE,,"Malha tubular de ALGODÃO 10 cm, cru, cor bege (rolo)",draft
